date,mean_forecast,lower_95,upper_95
2026-01-01,7.616909,4.903892,9.534445
2026-02-01,7.389938,5.122054,9.44307
2026-03-01,7.647529,5.323522,9.498674
2026-04-01,7.644022,5.275223,9.47832
2026-05-01,7.748633,5.131154,10.014007
2026-06-01,7.67781,5.029818,9.714906
2026-07-01,7.745701,5.258218,9.811135
2026-08-01,7.939615,5.609352,10.029953
2026-09-01,7.83917,5.346478,10.06454
2026-10-01,7.7326,5.077361,9.995411
2026-11-01,7.595378,5.032371,9.704854
2026-12-01,7.770082,4.888695,9.720918
